"ID"	"grade"	"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"valscllang"	"pplang"	"plang"	"aplang"	"mnscllang"	"paplang"	"paplangnum"	"valsclmath"	"ppmath"	"pmath"	"apmath"	"mnsclmath"	"papmath"	"papmathnum"	"valsclsci"	"ppsci"	"psci"	"apsci"	"mnsclsci"	"papsci"	"papscinum"	"ttltstd"	"ttlpapnam"
2069	"3"	"27"	"4080"	"   "	"MORRIS    "	"PEQUANNOCK TOWNSHIP"	""	"GH"	"171"	"11.7"	"77.8"	"10.5"	"219.6"	88.30	150.99	"170"	"5.9"	"38.2"	"55.9"	"250.8"	94.10	159.97	""	""	""	""	""			341.00	310.96
2070	"3"	"27"	"4080"	"060"	"MORRIS    "	"PEQUANNOCK TOWNSHIP"	"NORTH BOULEVARD          "	"GH"	"44"	"6.8"	"86.4"	"6.8"	"219.0"	93.20	41.00	"44"	"6.8"	"50.0"	"43.2"	"244.2"	93.20	41.00	""	""	""	""	""			88.00	82.01
2071	"3"	"27"	"4080"	"100"	"MORRIS    "	"PEQUANNOCK TOWNSHIP"	"STEPHEN J GERACE         "	"GH"	"53"	"13.2"	"75.5"	"11.3"	"217.8"	86.80	46.00	"53"	"9.4"	"32.1"	"58.5"	"251.5"	90.60	48.01	""	""	""	""	""			106.00	94.02
2072	"3"	"27"	"4080"	"055"	"MORRIS    "	"PEQUANNOCK TOWNSHIP"	"HILLVIEW                 "	"GH"	"74"	"13.5"	"74.3"	"12.2"	"221.2"	86.50	64.01	"73"	"2.7"	"35.6"	"61.6"	"254.4"	97.20	70.95	""	""	""	""	""			147.00	134.96
2073	"3"	"27"	"4330"	"065"	"MORRIS    "	"RANDOLPH TOWNSHIP"	"FERNBROOK                "	"I "	"103"	"32.0"	"61.2"	"6.8"	"211.1"	68.00	70.04	"104"	"17.3"	"40.4"	"42.3"	"238.4"	82.70	86.00	""	""	""	""	""			207.00	156.04
2074	"3"	"27"	"4330"	"070"	"MORRIS    "	"RANDOLPH TOWNSHIP"	"IRONIA                   "	"I "	"104"	"23.1"	"66.3"	"10.6"	"215.3"	76.90	79.97	"104"	"12.5"	"37.5"	"50.0"	"243.8"	87.50	91.00	""	""	""	""	""			208.00	170.97
2075	"3"	"27"	"4330"	"   "	"MORRIS    "	"RANDOLPH TOWNSHIP"	""	"I "	"373"	"26.5"	"66.5"	"7.0"	"211.6"	73.50	274.15	"375"	"16.8"	"37.9"	"45.3"	"239.8"	83.20	312.00	""	""	""	""	""			748.00	586.15
2076	"3"	"27"	"4330"	"057"	"MORRIS    "	"RANDOLPH TOWNSHIP"	"CENTER GROVE             "	"I "	"75"	"20.0"	"73.3"	"6.7"	"212.4"	80.00	60.00	"76"	"15.8"	"42.1"	"42.1"	"238.2"	84.20	63.99	""	""	""	""	""			151.00	123.99
2077	"3"	"27"	"4330"	"080"	"MORRIS    "	"RANDOLPH TOWNSHIP"	"SHONGUM                  "	"I "	"91"	"29.7"	"67.0"	"3.3"	"207.1"	70.30	63.97	"91"	"22.0"	"31.9"	"46.2"	"238.1"	78.10	71.07	""	""	""	""	""			182.00	135.04
2078	"3"	"27"	"4440"	"   "	"MORRIS    "	"RIVERDALE BORO"	""	"FG"	"46"	"28.3"	"69.6"	"2.2"	"205.7"	71.80	33.02	"47"	"29.8"	"44.7"	"25.5"	"220.1"	70.20	32.99	""	""	""	""	""			93.00	66.02
2079	"3"	"27"	"4440"	"050"	"MORRIS    "	"RIVERDALE BORO"	"RIVERDALE PUBLIC         "	"FG"	"46"	"28.3"	"69.6"	"2.2"	"205.7"	71.80	33.02	"47"	"29.8"	"44.7"	"25.5"	"220.1"	70.20	32.99	""	""	""	""	""			93.00	66.02
2080	"3"	"27"	"4480"	"   "	"MORRIS    "	"ROCKAWAY BORO"	""	"FG"	"63"	"34.9"	"63.5"	"1.6"	"202.3"	65.10	41.01	"63"	"17.5"	"55.6"	"27.0"	"227.1"	82.60	52.03	""	""	""	""	""			126.00	93.05
2081	"3"	"27"	"4480"	"060"	"MORRIS    "	"ROCKAWAY BORO"	"LINCOLN "	"FG"	"63"	"34.9"	"63.5"	"1.6"	"202.3"	65.10	41.01	"63"	"17.5"	"55.6"	"27.0"	"227.1"	82.60	52.03	""	""	""	""	""			126.00	93.05
2082	"3"	"27"	"4490"	"   "	"MORRIS    "	"ROCKAWAY TWP"	""	"I "	"266"	"22.2"	"74.4"	"3.4"	"211.8"	77.80	206.94	"266"	"15.8"	"47.0"	"37.2"	"234.5"	84.20	223.97	""	""	""	""	""			532.00	430.92
2083	"3"	"27"	"4490"	"030"	"MORRIS    "	"ROCKAWAY TWP"	"KATHARINE D MALONE"	"I "	"40"	"22.5"	"70.0"	"7.5"	"213.9"	77.50	31.00	"40"	"7.5"	"62.5"	"30.0"	"233.9"	92.50	37.00	""	""	""	""	""			80.00	68.00
2084	"3"	"27"	"4490"	"010"	"MORRIS    "	"ROCKAWAY TWP"	"BIRCHWOOD                "	"I "	"41"	"24.4"	"73.2"	"2.4"	"210.0"	75.60	30.99	"41"	"7.3"	"56.1"	"36.6"	"234.8"	92.70	38.00	""	""	""	""	""			82.00	69.00
2085	"3"	"27"	"4490"	"025"	"MORRIS    "	"ROCKAWAY TWP"	"DENNIS B. O BRIEN SCH    "	"I "	"54"	"20.4"	"74.1"	"5.6"	"214.6"	79.70	43.03	"54"	"18.5"	"38.9"	"42.6"	"237.7"	81.50	44.01	""	""	""	""	""			108.00	87.04
2086	"3"	"27"	"4490"	"019"	"MORRIS    "	"ROCKAWAY TWP"	"CATHERINE A DWYER        "	"I "	"58"	"24.1"	"75.9"	"0.0"	"211.2"	75.90	44.02	"58"	"22.4"	"39.7"	"37.9"	"234.0"	77.60	45.00	""	""	""	""	""			116.00	89.03
2087	"3"	"27"	"4490"	"080"	"MORRIS    "	"ROCKAWAY TWP"	"STONY BROOK              "	"I "	"73"	"20.5"	"76.7"	"2.7"	"210.0"	79.40	57.96	"73"	"17.8"	"45.2"	"37.0"	"232.7"	82.20	60.00	""	""	""	""	""			146.00	117.96
2088	"3"	"27"	"4560"	"   "	"MORRIS    "	"ROXBURY TOWNSHIP"	""	"GH"	"298"	"29.2"	"68.5"	"2.3"	"205.5"	70.80	210.98	"298"	"17.1"	"50.0"	"32.9"	"228.7"	82.90	247.04	""	""	""	""	""			596.00	458.02
2089	"3"	"27"	"4560"	"067"	"MORRIS    "	"ROXBURY TOWNSHIP"	"KENNEDY E.S. "	"GH"	"59"	"22.0"	"76.3"	"1.7"	"208.9"	78.00	46.02	"59"	"6.8"	"52.5"	"40.7"	"236.2"	93.20	54.98	""	""	""	""	""			118.00	101.00
2090	"3"	"27"	"4560"	"085"	"MORRIS    "	"ROXBURY TOWNSHIP"	"NIXON E.S. "	"GH"	"59"	"42.4"	"57.6"	"0.0"	"197.5"	57.60	33.98	"59"	"25.4"	"47.5"	"27.1"	"217.2"	74.60	44.01	""	""	""	""	""			118.00	77.99
2091	"3"	"27"	"4560"	"060"	"MORRIS    "	"ROXBURY TOWNSHIP"	"FRANKLIN E.S. "	"GH"	"87"	"26.4"	"70.1"	"3.4"	"205.3"	73.50	63.94	"87"	"21.8"	"50.6"	"27.6"	"223.7"	78.20	68.03	""	""	""	""	""			174.00	131.97
2092	"3"	"27"	"4560"	"065"	"MORRIS    "	"ROXBURY TOWNSHIP"	"JEFFERSON E.S. "	"GH"	"93"	"28.0"	"68.8"	"3.2"	"208.6"	72.00	66.96	"93"	"14.0"	"49.5"	"36.6"	"235.9"	86.10	80.07	""	""	""	""	""			186.00	147.03
2093	"3"	"27"	"5520"	"030"	"MORRIS    "	"WASHINGTON TWP"	"FLOCKTOWN-KOSSMANN"	"I "	"113"	"16.8"	"72.6"	"10.6"	"218.7"	83.20	94.01	"113"	"5.3"	"44.2"	"50.4"	"250.8"	94.60	106.89	""	""	""	""	""			226.00	200.91
2094	"3"	"27"	"5520"	"   "	"MORRIS    "	"WASHINGTON TWP"	""	"I "	"262"	"20.2"	"72.9"	"6.9"	"213.2"	79.80	209.07	"263"	"10.3"	"46.4"	"43.3"	"242.9"	89.70	235.91	""	""	""	""	""			525.00	444.98
2095	"3"	"27"	"5520"	"040"	"MORRIS    "	"WASHINGTON TWP"	"OLD FARMERS ROAD"	"I "	"51"	"27.5"	"66.7"	"5.9"	"209.0"	72.60	37.02	"52"	"15.4"	"34.6"	"50.0"	"243.3"	84.60	43.99	""	""	""	""	""			103.00	81.01
2096	"3"	"27"	"5520"	"050"	"MORRIS    "	"WASHINGTON TWP"	"BENEDICT A CUCINELLA"	"I "	"98"	"20.4"	"76.5"	"3.1"	"209.0"	79.60	78.00	"98"	"13.3"	"55.1"	"31.6"	"233.4"	86.70	84.96	""	""	""	""	""			196.00	162.97
2097	"3"	"27"	"5770"	"   "	"MORRIS    "	"WHARTON BORO"	""	"DE"	"101"	"42.6"	"56.4"	"1.0"	"200.5"	57.40	57.97	"100"	"28.0"	"44.0"	"28.0"	"218.7"	72.00	72.00	""	""	""	""	""			201.00	129.97
2098	"3"	"27"	"5770"	"040"	"MORRIS    "	"WHARTON BORO"	"MARIE V DUFFY            "	"DE"	"101"	"42.6"	"56.4"	"1.0"	"200.5"	57.40	57.97	"100"	"28.0"	"44.0"	"28.0"	"218.7"	72.00	72.00	""	""	""	""	""			201.00	129.97
2099	"3"	"29"	"0185"	"   "	"OCEAN     "	"BARNEGAT TWP"	""	"CD"	"229"	"32.8"	"66.4"	"0.9"	"205.1"	67.30	154.11	"232"	"24.6"	"44.8"	"30.6"	"223.8"	75.40	174.92	""	""	""	""	""			461.00	329.04
2100	"3"	"29"	"0185"	"080"	"OCEAN     "	"BARNEGAT TWP"	"JOSEPH T. DONAHUE"	"CD"	"41"	"19.5"	"80.5"	"0.0"	"210.7"	80.50	33.00	"41"	"22.0"	"48.8"	"29.3"	"227.2"	78.10	32.02	""	""	""	""	""			82.00	65.02
2101	"3"	"29"	"0185"	"015"	"OCEAN     "	"BARNEGAT TWP"	"CECIL S. COLLINS ELEM    "	"CD"	"50"	"32.0"	"66.0"	"2.0"	"207.4"	68.00	34.00	"51"	"25.5"	"45.1"	"29.4"	"218.4"	74.50	37.99	""	""	""	""	""			101.00	71.99
2102	"3"	"29"	"0185"	"010"	"OCEAN     "	"BARNEGAT TWP"	"LILLIAN M DUNFEE ELEM    "	"CD"	"58"	"37.9"	"60.3"	"1.7"	"203.1"	62.00	35.96	"59"	"30.5"	"45.8"	"23.7"	"218.7"	69.50	41.00	""	""	""	""	""			117.00	76.96
2103	"3"	"29"	"0185"	"070"	"OCEAN     "	"BARNEGAT TWP"	"ROBERT L. HORBELT ELEM   "	"CD"	"80"	"36.3"	"63.8"	"0.0"	"202.3"	63.80	51.04	"81"	"21.0"	"42.0"	"37.0"	"229.3"	79.00	63.99	""	""	""	""	""			161.00	115.03
2104	"3"	"29"	"0210"	"   "	"OCEAN     "	"BAY HEAD BORO"	""	"I "	"17"	"23.5"	"76.5"	"0.0"	"205.2"	76.50	13.00	"17"	"5.9"	"52.9"	"41.2"	"236.5"	94.10	15.99	""	""	""	""	""			34.00	29.00
2105	"3"	"29"	"0210"	"020"	"OCEAN     "	"BAY HEAD BORO"	"BAY HEAD ELEM            "	"I "	"17"	"23.5"	"76.5"	"0.0"	"205.2"	76.50	13.00	"17"	"5.9"	"52.9"	"41.2"	"236.5"	94.10	15.99	""	""	""	""	""			34.00	29.00
2106	"3"	"29"	"0230"	"   "	"OCEAN     "	"BEACH HAVEN BORO"	""	"FG"															""	""	""	""	""			0.00	0.00
2107	"3"	"29"	"0230"	"020"	"OCEAN     "	"BEACH HAVEN BORO"	"BEACH HAVEN ELEM         "	"FG"															""	""	""	""	""			0.00	0.00
2108	"3"	"29"	"0320"	"030"	"OCEAN     "	"BERKELEY TWP"	"CLARA B. WORTH E.S. "	"B "	"113"	"34.5"	"62.8"	"2.7"	"206.9"	65.50	74.01	"113"	"15.9"	"53.1"	"31.0"	"230.1"	84.10	95.03	""	""	""	""	""			226.00	169.04
2109	"3"	"29"	"0320"	"   "	"OCEAN     "	"BERKELEY TWP"	""	"B "	"281"	"33.5"	"64.8"	"1.8"	"206.4"	66.60	187.14	"281"	"17.8"	"43.8"	"38.4"	"233.7"	82.20	230.98	""	""	""	""	""			562.00	418.12
2110	"3"	"29"	"0320"	"020"	"OCEAN     "	"BERKELEY TWP"	"BAYVILLE E.S. "	"B "	"71"	"26.8"	"71.8"	"1.4"	"212.0"	73.20	51.97	"71"	"7.0"	"38.0"	"54.9"	"250.9"	92.90	65.95	""	""	""	""	""			142.00	117.93
2111	"3"	"29"	"0320"	"040"	"OCEAN     "	"BERKELEY TWP"	"H & M POTTER E.S. "	"B "	"97"	"37.1"	"61.9"	"1.0"	"201.6"	62.90	61.01	"97"	"27.8"	"37.1"	"35.1"	"225.4"	72.20	70.03	""	""	""	""	""			194.00	131.04
2112	"3"	"29"	"0530"	"090"	"OCEAN     "	"BRICK TOWNSHIP"	"VETERANS MEM MIDDLE SCH  "	"DE"															""	""	""	""	""			0.00	0.00
2113	"3"	"29"	"0530"	"030"	"OCEAN     "	"BRICK TOWNSHIP"	"DRUM POINT ROAD ELEM     "	"DE"	"101"	"28.7"	"70.3"	"1.0"	"208.0"	71.30	72.01	"101"	"10.9"	"44.6"	"44.6"	"241.1"	89.20	90.09	""	""	""	""	""			202.00	162.10
2114	"3"	"29"	"0530"	"080"	"OCEAN     "	"BRICK TOWNSHIP"	"VETERANS MEM ELEM        "	"DE"	"111"	"26.1"	"71.2"	"2.7"	"208.5"	73.90	82.02	"111"	"12.6"	"35.1"	"52.3"	"242.6"	87.40	97.01	""	""	""	""	""			222.00	179.04
2115	"3"	"29"	"0530"	"035"	"OCEAN     "	"BRICK TOWNSHIP"	"EMMA HAVENS YOUNG ELEM   "	"DE"	"174"	"35.6"	"62.6"	"1.7"	"204.1"	64.30	111.88	"174"	"19.5"	"52.3"	"28.2"	"226.0"	80.50	140.07	""	""	""	""	""			348.00	251.95
2116	"3"	"29"	"0530"	"040"	"OCEAN     "	"BRICK TOWNSHIP"	"HERBERTSVILLE ELEM       "	"DE"	"51"	"29.4"	"68.6"	"2.0"	"206.5"	70.60	36.00	"51"	"15.7"	"52.9"	"31.4"	"227.8"	84.30	42.99	""	""	""	""	""			102.00	78.99
2117	"3"	"29"	"0530"	"   "	"OCEAN     "	"BRICK TOWNSHIP"	""	"DE"	"692"	"30.9"	"67.5"	"1.6"	"205.6"	69.10	478.17	"692"	"17.2"	"46.8"	"36.0"	"232.1"	82.80	572.97	""	""	""	""	""			1384.00	1051.14
2118	"3"	"29"	"0530"	"070"	"OCEAN     "	"BRICK TOWNSHIP"	"OSBORNVILLE ELEM         "	"DE"	"70"	"38.6"	"60.0"	"1.4"	"203.0"	61.40	42.98	"70"	"20.0"	"50.0"	"30.0"	"228.9"	80.00	56.00	""	""	""	""	""			140.00	98.98
2119	"3"	"29"	"0530"	"045"	"OCEAN     "	"BRICK TOWNSHIP"	"LANES MILL ELEM          "	"DE"	"92"	"28.3"	"70.7"	"1.1"	"203.9"	71.80	66.05	"92"	"18.5"	"38.0"	"43.5"	"235.7"	81.50	74.98	""	""	""	""	""			184.00	141.03
2120	"3"	"29"	"0530"	"060"	"OCEAN     "	"BRICK TOWNSHIP"	"MIDSTREAMS ELEM          "	"DE"	"92"	"27.2"	"71.7"	"1.1"	"206.1"	72.80	66.97	"92"	"21.7"	"56.5"	"21.7"	"223.3"	78.20	71.94	""	""	""	""	""			184.00	138.92
2121	"3"	"29"	"1150"	"   "	"OCEAN     "	"EAGLESWOOD TWP"	""	"B "	"15"	"26.7"	"73.3"	"0.0"	"209.2"	73.30	10.99	"15"	"13.3"	"40.0"	"46.7"	"239.8"	86.70	13.00	""	""	""	""	""			30.00	24.00
2122	"3"	"29"	"1150"	"020"	"OCEAN     "	"EAGLESWOOD TWP"	"EAGLESWOOD TWP ELEM      "	"B "	"15"	"26.7"	"73.3"	"0.0"	"209.2"	73.30	10.99	"15"	"13.3"	"40.0"	"46.7"	"239.8"	86.70	13.00	""	""	""	""	""			30.00	24.00
2123	"3"	"29"	"2350"	"   "	"OCEAN     "	"ISLAND HEIGHTS BORO"	""	"GH"	"14"	"14.3"	"85.7"	"0.0"	"212.1"	85.70	11.99	"15"	"13.3"	"53.3"	"33.3"	"232.9"	86.60	12.99	""	""	""	""	""			29.00	24.98
2124	"3"	"29"	"2350"	"050"	"OCEAN     "	"ISLAND HEIGHTS BORO"	"ISLAND HEIGHTS ELEM      "	"GH"	"14"	"14.3"	"85.7"	"0.0"	"212.1"	85.70	11.99	"15"	"13.3"	"53.3"	"33.3"	"232.9"	86.60	12.99	""	""	""	""	""			29.00	24.98
2125	"3"	"29"	"2360"	"030"	"OCEAN     "	"JACKSON TWSP."	"CRAWFORD-RODRIGUEZ ELEM  "	"DE"	"102"	"29.4"	"69.6"	"1.0"	"206.7"	70.60	72.01	"102"	"10.8"	"47.1"	"42.2"	"239.5"	89.30	91.08	""	""	""	""	""			204.00	163.09
2126	"3"	"29"	"2360"	"046"	"OCEAN     "	"JACKSON TWSP."	"LUCY N HOLMAN ELEM       "	"DE"	"105"	"21.9"	"74.3"	"3.8"	"211.3"	78.10	82.00	"104"	"5.8"	"50.0"	"44.2"	"242.9"	94.20	97.96	""	""	""	""	""			209.00	179.97
2127	"3"	"29"	"2360"	"044"	"OCEAN     "	"JACKSON TWSP."	"HOWARD C JOHNSON ELEM    "	"DE"	"120"	"25.8"	"70.8"	"3.3"	"209.0"	74.10	88.92	"120"	"13.3"	"39.2"	"47.5"	"241.4"	86.70	104.04	""	""	""	""	""			240.00	192.96
2128	"3"	"29"	"2360"	"035"	"OCEAN     "	"JACKSON TWSP."	"ELMS ELEMENTARY SCHOOL   "	"DE"	"122"	"18.0"	"78.7"	"3.3"	"212.7"	82.00	100.04	"122"	"9.0"	"40.2"	"50.8"	"243.9"	91.00	111.02	""	""	""	""	""			244.00	211.06
2129	"3"	"29"	"2360"	"050"	"OCEAN     "	"JACKSON TWSP."	"SWITLIK ELEM             "	"DE"	"131"	"28.2"	"69.5"	"2.3"	"207.1"	71.80	94.05	"132"	"18.2"	"53.8"	"28.0"	"228.9"	81.80	107.97	""	""	""	""	""			263.00	202.03
2130	"3"	"29"	"2360"	"040"	"OCEAN     "	"JACKSON TWSP."	"SYLVIA ROSENAUER ELEM    "	"DE"	"48"	"18.8"	"81.3"	"0.0"	"211.2"	81.30	39.02	"48"	"6.3"	"37.5"	"56.3"	"247.8"	93.80	45.02	""	""	""	""	""			96.00	84.04
2131	"3"	"29"	"2360"	"   "	"OCEAN     "	"JACKSON TWSP."	""	"DE"	"628"	"24.2"	"73.2"	"2.5"	"209.5"	75.70	475.39	"628"	"11.3"	"45.4"	"43.3"	"239.7"	88.70	557.03	""	""	""	""	""			1256.00	1032.43
2132	"3"	"29"	"2480"	"055"	"OCEAN     "	"LACEY TOWNSHIP"	"MILL POND ELEM SCHOOL    "	"DE"															""	""	""	""	""			0.00	0.00
2133	"3"	"29"	"2480"	"040"	"OCEAN     "	"LACEY TOWNSHIP"	"CEDAR CREEK E.S. "	"DE"	"122"	"26.2"	"72.1"	"1.6"	"208.4"	73.70	89.91	"122"	"12.3"	"67.2"	"20.5"	"226.0"	87.70	106.99	""	""	""	""	""			244.00	196.90
2134	"3"	"29"	"2480"	"060"	"OCEAN     "	"LACEY TOWNSHIP"	"LANOKA HARBOR E.S. "	"DE"	"122"	"31.1"	"68.9"	"0.0"	"204.3"	68.90	84.05	"122"	"21.3"	"51.6"	"27.0"	"223.6"	78.60	95.89	""	""	""	""	""			244.00	179.95
2135	"3"	"29"	"2480"	"   "	"OCEAN     "	"LACEY TOWNSHIP"	""	"DE"	"327"	"29.4"	"69.7"	"0.9"	"205.7"	70.60	230.86	"327"	"17.7"	"57.5"	"24.8"	"224.9"	82.30	269.12	""	""	""	""	""			654.00	499.98
2136	"3"	"29"	"2480"	"050"	"OCEAN     "	"LACEY TOWNSHIP"	"FORKED RIVER E.S. "	"DE"	"83"	"31.3"	"67.5"	"1.2"	"203.8"	68.70	57.02	"83"	"20.5"	"51.8"	"27.7"	"225.4"	79.50	65.98	""	""	""	""	""			166.00	123.00
2137	"3"	"29"	"2500"	"   "	"OCEAN     "	"LAKEHURST BORO"	""	"B "	"46"	"50.0"	"50.0"	"0.0"	"196.4"	50.00	23.00	"46"	"21.7"	"58.7"	"19.6"	"217.5"	78.30	36.01	""	""	""	""	""			92.00	59.01
2138	"3"	"29"	"2500"	"050"	"OCEAN     "	"LAKEHURST BORO"	"LAKEHURST ELEM           "	"B "	"46"	"50.0"	"50.0"	"0.0"	"196.4"	50.00	23.00	"46"	"21.7"	"58.7"	"19.6"	"217.5"	78.30	36.01	""	""	""	""	""			92.00	59.01
2139	"3"	"29"	"2520"	"083"	"OCEAN     "	"LAKEWOOD TOWNSHIP"	"LAKEWOOD MIDDLE          "	"N "															""	""	""	""	""			0.00	0.00
2140	"3"	"29"	"2520"	"070"	"OCEAN     "	"LAKEWOOD TOWNSHIP"	"CLIFTON AVE GRADE SCH    "	"N "	"130"	"75.4"	"24.6"	"0.0"	"184.1"	24.60	31.98	"130"	"53.8"	"34.6"	"11.5"	"194.4"	46.10	59.93	""	""	""	""	""			260.00	91.91
2141	"3"	"29"	"2520"	"084"	"OCEAN     "	"LAKEWOOD TOWNSHIP"	"OAK STREET ELEM SCHOOL   "	"N "	"143"	"69.9"	"30.1"	"0.0"	"188.6"	30.10	43.04	"144"	"38.9"	"47.9"	"13.2"	"203.4"	61.10	87.98	""	""	""	""	""			287.00	131.02
2142	"3"	"29"	"2520"	"   "	"OCEAN     "	"LAKEWOOD TOWNSHIP"	""	"N "	"462"	"71.2"	"28.8"	"0.0"	"186.4"	28.80	133.05	"463"	"43.8"	"43.4"	"12.7"	"201.4"	56.10	259.74	""	""	""	""	""			925.00	392.79
2143	"3"	"29"	"2520"	"080"	"OCEAN     "	"LAKEWOOD TOWNSHIP"	"ELLA G CLARKE ELEM SCHOOL"	"N "	"93"	"74.2"	"25.8"	"0.0"	"184.5"	25.80	23.99	"93"	"43.0"	"45.2"	"11.8"	"201.1"	57.00	53.01	""	""	""	""	""			186.00	77.00
2144	"3"	"29"	"2520"	"090"	"OCEAN     "	"LAKEWOOD TOWNSHIP"	"SPRUCE ST ELEM SCHOOL    "	"N "	"94"	"64.9"	"35.1"	"0.0"	"188.4"	35.10	32.99	"94"	"38.3"	"46.8"	"14.9"	"208.8"	61.70	57.99	""	""	""	""	""			188.00	90.99
2145	"3"	"29"	"2550"	"   "	"OCEAN     "	"LAVALLETTE BORO"	""	"DE"	"12"	"8.3"	"91.7"	"0.0"	"215.6"	91.70	11.00	"12"	"8.3"	"58.3"	"33.3"	"235.5"	91.60	10.99	""	""	""	""	""			24.00	21.99
2146	"3"	"29"	"2550"	"050"	"OCEAN     "	"LAVALLETTE BORO"	"LAVALLETTE ELEM          "	"DE"	"12"	"8.3"	"91.7"	"0.0"	"215.6"	91.70	11.00	"12"	"8.3"	"58.3"	"33.3"	"235.5"	91.60	10.99	""	""	""	""	""			24.00	21.99
2147	"3"	"29"	"2690"	"030"	"OCEAN     "	"LITTLE EGG HARBOR TWP"	"FROG POND ELEMENTARY SCHOOL"	"B "	"101"	"53.5"	"46.5"	"0.0"	"195.2"	46.50	46.96	"101"	"29.7"	"40.6"	"29.7"	"220.1"	70.30	71.00	""	""	""	""	""			202.00	117.96
2148	"3"	"29"	"2690"	"   "	"OCEAN     "	"LITTLE EGG HARBOR TWP"	""	"B "	"199"	"49.7"	"49.2"	"1.0"	"196.6"	50.20	99.89	"199"	"29.1"	"43.7"	"27.1"	"220.1"	70.80	140.89	""	""	""	""	""			398.00	240.79
2149	"3"	"29"	"2690"	"050"	"OCEAN     "	"LITTLE EGG HARBOR TWP"	"GEORGE J. MITCHELL E.S. "	"B "	"98"	"45.9"	"52.0"	"2.0"	"197.9"	54.00	52.92	"98"	"28.6"	"46.9"	"24.5"	"220.1"	71.40	69.97	""	""	""	""	""			196.00	122.89
2150	"3"	"29"	"2760"	"   "	"OCEAN     "	"LONG BEACH ISLAND"	""	"FG"	"35"	"42.9"	"57.1"	"0.0"	"200.1"	57.10	19.98	"35"	"11.4"	"68.6"	"20.0"	"226.7"	88.60	31.01	""	""	""	""	""			70.00	50.99
2151	"3"	"29"	"2760"	"020"	"OCEAN     "	"LONG BEACH ISLAND"	"ETHEL A. JACOBSEN E.S. "	"FG"	"35"	"42.9"	"57.1"	"0.0"	"200.1"	57.10	19.98	"35"	"11.4"	"68.6"	"20.0"	"226.7"	88.60	31.01	""	""	""	""	""			70.00	50.99
2152	"3"	"29"	"2940"	"043"	"OCEAN     "	"MANCHESTER TOWNSHIP"	"MANCHESTER TWP ELEM SCH  "	"B "	"106"	"34.0"	"65.1"	"0.9"	"202.2"	66.00	69.96	"106"	"17.0"	"49.1"	"34.0"	"229.8"	83.10	88.08	""	""	""	""	""			212.00	158.04
2153	"3"	"29"	"2940"	"   "	"OCEAN     "	"MANCHESTER TOWNSHIP"	""	"B "	"215"	"32.6"	"66.5"	"0.9"	"202.9"	67.40	144.91	"215"	"19.1"	"49.3"	"31.6"	"227.6"	80.90	173.93	""	""	""	""	""			430.00	318.84
2154	"3"	"29"	"2940"	"060"	"OCEAN     "	"MANCHESTER TOWNSHIP"	"WHITING ELEM             "	"B "	"24"	"33.3"	"62.5"	"4.2"	"205.6"	66.70	16.00	"24"	"25.0"	"50.0"	"25.0"	"222.4"	75.00	18.00	""	""	""	""	""			48.00	34.00
2155	"3"	"29"	"2940"	"050"	"OCEAN     "	"MANCHESTER TOWNSHIP"	"RIDGEWAY ELEM            "	"B "	"85"	"30.6"	"69.4"	"0.0"	"203.1"	69.40	58.99	"85"	"20.0"	"49.4"	"30.6"	"226.4"	80.00	68.00	""	""	""	""	""			170.00	126.99
2156	"3"	"29"	"3800"	"   "	"OCEAN     "	"OCEAN GATE BORO"	""	"B "	"29"	"44.8"	"55.2"	"0.0"	"201.8"	55.20	16.00	"29"	"34.5"	"44.8"	"20.7"	"213.5"	65.50	18.99	""	""	""	""	""			58.00	35.00
2157	"3"	"29"	"3800"	"050"	"OCEAN     "	"OCEAN GATE BORO"	"OCEAN GATE ELEM          "	"B "	"29"	"44.8"	"55.2"	"0.0"	"201.8"	55.20	16.00	"29"	"34.5"	"44.8"	"20.7"	"213.5"	65.50	18.99	""	""	""	""	""			58.00	35.00
2158	"3"	"29"	"3820"	"   "	"OCEAN     "	"OCEAN TWP"	""	"CD"	"81"	"43.2"	"53.1"	"3.7"	"202.0"	56.80	46.00	"81"	"25.9"	"60.5"	"13.6"	"215.9"	74.10	60.02	""	""	""	""	""			162.00	106.02
2159	"3"	"29"	"3820"	"050"	"OCEAN     "	"OCEAN TWP"	"WARETOWN E.S. "	"CD"	"81"	"43.2"	"53.1"	"3.7"	"202.0"	56.80	46.00	"81"	"25.9"	"60.5"	"13.6"	"215.9"	74.10	60.02	""	""	""	""	""			162.00	106.02
2160	"3"	"29"	"4190"	"   "	"OCEAN     "	"PLUMSTED TOWNSHIP"	""	"DE"	"122"	"29.5"	"68.9"	"1.6"	"204.8"	70.50	86.01	"122"	"12.3"	"59.8"	"27.9"	"229.2"	87.70	106.99	""	""	""	""	""			244.00	193.00
2161	"3"	"29"	"4190"	"050"	"OCEAN     "	"PLUMSTED TOWNSHIP"	"NEW EGYPT ELEM SCH       "	"DE"	"122"	"29.5"	"68.9"	"1.6"	"204.8"	70.50	86.01	"122"	"12.3"	"59.8"	"27.9"	"229.2"	87.70	106.99	""	""	""	""	""			244.00	193.00
